CODE,TYPE,INDEX_CODE,DESCRIPTION,HR,lCI,uCI
S398,1,1127,"Other specified injuries of abdomen, lower back and pelvis",2.00177730076163,1.7601790466072,2.27653679298611
S010,1,1147,Open wound of scalp,2.00174537949544,1.78805074804204,2.24097921645629
N63,1,884,Unspecified lump in breast,1.99765436509505,1.66887830966999,2.39120068806721
K291,1,1895,Other acute gastritis,1.99507073229711,1.71739943885796,2.31763626842417
G4090,1,1151,"Epilepsy, unspecified, without mention of intractable epilepsy",1.98738085594574,1.64299172924283,2.40395772923326
F29,1,1270,Unspecified nonorganic psychosis,1.97659333694065,1.68372095348824,2.32040897961389
K921,1,836,Melaena,1.97151746518943,1.66284741254064,2.3374851391856
H250,1,942,Senile incipient cataract,1.96738870246834,1.71091285849264,2.26231177548702
S222,1,1912,Fracture of sternum,1.9658291518284,1.61155214051964,2.39798896791031
K5732,1,810,"Diverticulitis of large intestine without perforation, abscess or mention of haemorrhage",1.9642123171441,1.68607374095292,2.28823326827928
K5733,1,1261,"Diverticulitis of large intestine without perforation or abscess,  with haemorrhage",1.95819866860351,1.62209340286833,2.36394650205714
K613,1,1055,Ischiorectal abscess,1.95241153620603,1.62954148554283,2.33925361246055
H021,1,1353,Ectropion of eyelid,1.95226350965709,1.60461744995234,2.37522832077628
L600,1,1975,Ingrowing nail,1.94685642407695,1.63108731573602,2.32375661278401
O721,1,1014,Other immediate postpartum haemorrhage,1.94542683262404,1.70452308014073,2.2203780078948
L0310,1,766,Cellulitis of upper limb,1.93918685803062,1.71759355041111,2.18936876507168
Z519,1,2092,"Medical care, unspecified",1.93892334100983,1.62451325363702,2.3141847035695
N201,1,689,Calculus of ureter,1.93107911568995,1.66637995046358,2.23782490302794
R31,1,877,Unspecified haematuria,1.93005943496347,1.66720645255317,2.23435400983893
K518,1,1848,Other ulcerative colitis,1.9285552501623,1.66074276870952,2.23955535017544
M4806,1,1028,"Spinal stenosis, lumbar region",1.92176729086819,1.64843838960832,2.24041707808587
D125,1,1408,Benign neoplasm of sigmoid colon,1.91885625934907,1.68428895405658,2.18609124947063
K20,1,796,Oesophagitis,1.91585499758488,1.62065728029077,2.26482206720005
M546,1,813,Pain in thoracic spine,1.91533184954533,1.61072895681282,2.27753780570361
D033,1,1886,Melanoma in situ of other and unspecified parts of face,1.91384464256316,1.63674930488944,2.23785115101371
Z5188,1,2008,Other specified medical care,1.88940620889381,1.5704440151254,2.27315064263619
T181,1,1850,Foreign body in oesophagus,1.88918348158512,1.69227261509777,2.1090066666876
Z090,1,959,Follow-up examination after surgery for other conditions,1.88741750298609,1.64553464077521,2.16485556870442
R002,1,661,Palpitations,1.88521130595432,1.68579186540614,2.10822091447319
M722,1,1972,Plantar fascial fibromatosis,1.88342574072354,1.57113070189278,2.2577959405583
C443,1,849,Malignant neoplasm of skin of other and unspecified parts of face,1.88319809115659,1.69674375375136,2.090141804085
N850,1,1084,Endometrial glandular hyperplasia,1.87889494353246,1.64329981936285,2.14826665665955
Z431,1,1838,Attention to gastrostomy,1.87353920130714,1.61996384306409,2.16680708885163
K5722,1,1330,"Diverticulitis of large intestine with perforation and abscess, without mention of haemorrhage",1.87129024346068,1.58862034584316,2.20425678446954
N840,1,779,Polyp of corpus uteri,1.86575529716079,1.63310287452651,2.13155146756619
R073,1,672,Other chest pain,1.8598173943562,1.56139882179195,2.21527049468388
G819,1,1866,"Hemiplegia, unspecified",1.85709025890933,1.5396638944319,2.2399591509603
N926,1,883,"Irregular menstruation, unspecified",1.85551029211093,1.63917437357288,2.10039791960943
M5416,1,1831,"Radiculopathy, lumbar region",1.85452615347964,1.60168245486083,2.14728409086483
S6311,1,900,Dislocation of metacarpophalangeal (joint),1.85233473327465,1.59137782988125,2.15608380339929
M545,1,740,Low back pain,1.85078297924317,1.54781760476483,2.2130499263682
Z509,1,839,"Care involving use of rehabilitation procedure, unspecified",1.85070681363777,1.59675429433299,2.14504869171248
O008,1,1932,Other ectopic pregnancy,1.84880294892976,1.62656548792492,2.1014046894183
T447,1,2042,"Beta-Adrenoreceptor antagonists, not elsewhere classified",1.84740305646583,1.47315878646849,2.31672110595819
R101,1,690,Pain localized to upper abdomen,1.8471866562903,1.65612070792967,2.06029580261841
G576,1,1018,Lesion of plantar nerve,1.84445437989284,1.55898793603147,2.18219261411732
D352,1,1569,Benign neoplasm of pituitary gland,1.83974923990474,1.58219490609388,2.13922902462513
F102,1,788,"Mental and behavioural disorders due to use of alcohol, dependence syndrome",1.82918567380843,1.53498779302599,2.17976992681488
K222,1,797,Oesophageal obstruction,1.82564514113471,1.55708313326874,2.14052808750935
I828,1,1955,Embolism and thrombosis of other specified veins,1.81626919735221,1.51947011179141,2.17104224140429
M513,1,1503,Other specified intervertebral disc degeneration,1.81540556158972,1.46173606505158,2.25464598695156
R2988,1,1139,Other and unspecified symptoms and signs involving the nervous system,1.81044475989786,1.5653219391498,2.09395278163795
O324,1,1825,Maternal care for high head at term,1.80922661459545,1.49860223328295,2.18423599689277
T845,1,829,Infection and inflammatory reaction due to internal joint prosthesis,1.80232619540848,1.48572564914352,2.18639270078442
Z510,1,1515,Radiotherapy session,1.80084276461982,1.56479554517596,2.07249737697771
D509,1,837,"Iron deficiency anaemia, unspecified",1.7953645431494,1.52331788859255,2.11599552984716
K029,1,694,"Dental caries, unspecified",1.7940884344304,1.50647789655768,2.13660838828888
S0268,1,1841,"Fracture of mandible body, other and unspecified",1.79332841440759,1.5183346479194,2.11812778317917
R500,1,1950,Fever with chills,1.79320400916796,1.53210936962448,2.09879312942535
N302,1,1758,Other chronic cystitis,1.79318609140989,1.54703918303681,2.07849703723332
O2444,1,1523,"Diabetes mellitus arising during pregnancy, other",1.78730194805112,1.55759439122897,2.05088582207005
R252,1,1579,Cramp and spasm,1.7798488685521,1.50287057489523,2.1078741228978
I952,1,785,Hypotension due to drugs,1.77338541471112,1.43805564399759,2.18690830374808
T433,1,1993,Phenothiazine antipsychotics and neuroleptics,1.7680337397469,1.39033818417653,2.24833306058901
K828,1,1987,Other specified diseases of gallbladder,1.76746777474697,1.46191002502325,2.13689097228766
K922,1,842,"Gastrointestinal haemorrhage, unspecified",1.7555922374581,1.57839463410565,1.95268283205329
F239,1,1451,"Acute and transient psychotic disorder, unspecified",1.75462994688442,1.43890575767703,2.13963022531365
N508,1,944,Other specified disorders of male genital organs,1.74989271547319,1.5084676353623,2.02995705302666
S7240,1,1455,"Fracture of lower end of femur, unspecified",1.74919197971453,1.43702987588033,2.12916421102467
Z450,1,825,Adjustment and management of cardiac pacemaker,1.74340202979242,1.5037212217802,2.02128598935782
C155,1,1196,Malignant neoplasm of lower third of oesophagus,1.7411783314579,1.46514166045825,2.0692210615254
S4224,1,1779,Fracture of greater tuberosity of humerus,1.73442643561646,1.53360689783054,1.96154246881695
N730,1,2104,Acute parametritis and pelvic cellulitis,1.71814806906166,1.48926573664349,1.9822068785881
J159,1,1418,"Bacterial pneumonia, unspecified",1.71593957410765,1.42065234654981,2.07260321579703
F103,1,1476,"Mental and behavioural disorders due to use of alcohol, withdrawal state",1.71334115321807,1.38169413472744,2.12459315960669
T150,1,1210,Foreign body in cornea,1.71320898346346,1.43720869362206,2.04221212552152
C435,1,848,Malignant melanoma of trunk,1.71282223716176,1.44800490449361,2.02607049673067
K226,1,1251,Gastro-oesophageal laceration-haemorrhage syndrome,1.7111766960569,1.45451258197023,2.01313190509626
E875,1,1567,Hyperkalaemia,1.71047119230984,1.31194835935921,2.23005096111468
K108,1,2031,Other specified diseases of jaws,1.69721236553941,1.37371775793079,2.096886203232
S028,1,1291,Fractures of other skull and facial bones,1.69619137910988,1.44748897334149,1.98762494744608
F316,1,1575,"Bipolar affective disorder, current episode mixed",1.69575718680404,1.39712020399418,2.05822836744944
F341,1,2075,Dysthymia,1.6913046748182,1.40931087557883,2.02972357102334
J180,1,1645,"Bronchopneumonia, unspecified",1.68858026990883,1.42314450154181,2.00352341230025
N760,1,1919,Acute vaginitis,1.68820046055917,1.37568641048635,2.07170818386191
S0085,1,1538,"Superficial injury of other parts of head, contusion",1.68776941759552,1.43076204047564,1.99094295654068
C679,1,1624,"Malignant neoplasm of bladder, unspecified",1.68762176625146,1.45815041794089,1.95320536954449
S899,1,1549,Unspecified injury of lower leg,1.68216401305696,1.48245351977571,1.90877874353322
C442,1,1037,Malignant neoplasm of skin of ear and external auricular canal,1.67886077487088,1.44871794512112,1.94556401464635
R102,1,851,Pelvic and perineal pain,1.67673415468394,1.41619390346676,1.98520655865092
K227,1,1072,Barrett's oesophagus,1.67632400061784,1.46532124587526,1.91771064738019
K297,1,910,"Gastritis, unspecified",1.67485858642872,1.43370957952313,1.95656869745338
G4010,1,1555,"Localisation-related (focal)(partial) symptomatic epilepsy and epileptic syndromes with simple partial seizures, without mention of intractable epilepsy",1.67390837034519,1.36661875772913,2.05029326318309
O347,1,1970,Maternal care for abnormality of vulva and perineum,1.66904836111736,1.42049450709157,1.96109342052457
N809,1,1562,"Endometriosis, unspecified",1.66847037605957,1.39938878597348,1.98929234226487
Z087,1,1559,Follow-up examination after combined treatment for malignant neoplasm,1.66633398691987,1.49138499066811,1.86180561916503
F100,1,817,"Mental and behavioural disorders due to use of alcohol, acute intoxication",1.66050334085896,1.5045533387443,1.83261787668159
M1904,1,1529,"Primary arthrosis of other joints, hand",1.65544940778165,1.3655746519633,2.00685677475379
L9059,1,1533,Scar conditions and fibrosis of skin due to other specified cause,1.65035845885233,1.4150586399731,1.92478457483374
N138,1,2143,Other obstructive and reflux uropathy,1.64927571669352,1.39158120045014,1.95469038299385
L039,1,906,"Cellulitis, unspecified",1.64658922106863,1.40031501153856,1.93617581801145
F410,1,1186,Panic disorder [episodic paroxysmal anxiety],1.64533877440612,1.42211687338248,1.90359859532877
S099,1,802,Unspecified injury of head,1.64115464870763,1.48119316809729,1.8183911720539
S5252,1,803,Fracture of lower end of radius with volar angulation,1.63504823077166,1.41616543667424,1.88776159036036
T8578,1,795,"Infection and inflammatory reaction due to other internal prosthetic devices, implants and grafts",1.62965055581664,1.41570989890952,1.8759217097508
D252,1,2018,Subserosal leiomyoma of uterus,1.62523885312556,1.39025385119257,1.89994174620922
S411,1,2081,Open wound of upper arm,1.6229252285964,1.40618571039326,1.87307144294482
F059,1,1248,"Delirium, unspecified",1.62146451097456,1.40332602477078,1.87351129669202
T783,1,1675,Angioneurotic oedema,1.61556188903973,1.29753813923678,2.01153256185045
B07,1,1456,Viral warts,1.61303279197751,1.34462671434442,1.93501643261887
J849,1,1016,"Interstitial pulmonary disease, unspecified",1.60609988959266,1.29753056664697,1.98805093433409
Z301,1,2025,Insertion of (intrauterine) contraceptive device,1.60555809759869,1.3767167813625,1.87243799135907
D485,1,1894,Neoplasm of uncertain or unknown behaviour of skin,1.60298800129944,1.33867209584623,1.91949211482266
A410,1,1703,Septicaemia due to Staphylococcus aureus,1.60245710044327,1.30381969887983,1.9694968261081
C440,1,862,Malignant neoplasm of skin of lip,1.59811290701595,1.39607405102049,1.82939068432946
F310,1,1840,"Bipolar affective disorder, current episode hypomanic",1.59308771349549,1.31866213399748,1.92462375119292
N811,1,746,Cystocele,1.58927307938132,1.37941499237869,1.83105804620166
S051,1,2010,Contusion of eyeball and orbital tissues,1.5886422161213,1.34482689922641,1.87666092364346
H401,1,908,Primary open-angle glaucoma,1.58716108192736,1.3172011732186,1.91244917724256
N10,1,1332,Acute tubulo-interstitial nephritis,1.58638220044434,1.38425868392317,1.81801892602488
Z480,1,1229,Attention to surgical dressings and sutures,1.5850023978071,1.32475023071609,1.8963820823011
J46,1,1806,Status asthmaticus,1.58494003034235,1.31956692661817,1.90368131324686
N309,1,1460,"Cystitis, unspecified",1.58463776765688,1.32576641767461,1.89405676686923
I800,1,1901,Phlebitis and thrombophlebitis of superficial vessels of lower extremities,1.58364122451355,1.36349220962747,1.83933542873999
A4158,1,1704,Septicaemia due to other Gram-negative organisms,1.5816080072004,1.3234786691679,1.89008251263554
R064,1,1104,Hyperventilation,1.58048801943929,1.38543112953598,1.80300725625225
C9110,1,1307,"Chronic lymphocytic leukaemia, without mention of remission",1.57684009862293,1.29745634838244,1.91638408469389
N23,1,767,Unspecified renal colic,1.57437811944044,1.3284496747829,1.86583391905898
S272,1,1172,Traumatic haemopneumothorax,1.57178885836037,1.36075158128994,1.8155556453029
H042,1,2037,Epiphora,1.5712712023399,1.3301981125699,1.85603420120094
N601,1,1740,Diffuse cystic mastopathy,1.57012195262931,1.4029920149838,1.75716106706207
K4020,1,1177,"Bilateral inguinal hernia, without obstruction or gangrene, not specified as recurrent",1.56843252347258,1.36187425216674,1.80631991299692
I340,1,1404,Mitral (valve) insufficiency,1.56797325331326,1.24132511911375,1.98057711493105
S423,1,1663,Fracture of shaft of humerus,1.56707143728208,1.34880665304392,1.82065597319186
G629,1,1836,"Polyneuropathy, unspecified",1.56668524449985,1.35643730026373,1.80952164531035
S800,1,1495,Contusion of knee,1.56484237227623,1.36986341882759,1.78757357588749
K8000,1,963,"Calculus of gallbladder with acute cholecystitis, without mention of obstruction",1.56454829451552,1.39828581920165,1.75058012622126
O366,1,1522,Maternal care for excessive fetal growth,1.55951935139454,1.31087407787441,1.8553274097217
M170,1,686,"Primary gonarthrosis, bilateral",1.55588330052365,1.29986286730632,1.8623294085359
L910,1,1935,Keloid scar,1.55041553380889,1.32007096579353,1.82095386518173
N390,1,953,"Urinary tract infection, site not specified",1.54143383099822,1.2329518310349,1.92709738980759
T426,1,696,Other antiepileptic and sedative-hypnotic drugs,1.53702980563737,1.30727389838036,1.80716575642228
S913,1,1279,Open wound of other parts of foot,1.53167807249449,1.35227046432875,1.73488793820915
F430,1,1589,Acute stress reaction,1.52597695995663,1.30319195551638,1.78684780278264
K914,1,1665,Colostomy and enterostomy malfunction,1.51924316833253,1.28154338362514,1.80103134549847
R001,1,1023,"Bradycardia, unspecified",1.51818190035451,1.32072200542245,1.74516383697779
S2242,1,1309,"Multiple rib fractures, involving two ribs",1.51758267355993,1.28958731447098,1.78588696185655
K8010,1,840,"Calculus of gallbladder with other cholecystitis, without mention of obstruction",1.51483550602492,1.34655227666043,1.7041496643598
R2989,1,1140,Other and unspecified symptoms and signs involving the nervous and musculoskeletal systems,1.51057354812738,1.30889183049275,1.74333156578961
J988,1,1847,Other specified respiratory disorders,1.50171283860912,1.30805822497385,1.72403751345897
